title,category,venue,address,date,url,lat,lon
Natur und deutsche Geschichte. Glaube - Biologie - Macht,Ausstellung/Museen,Deutsches Historisches Museum,"Unter den Linden 2, 10117 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30004821/,52.5177477,13.3970225
Raoul Hausmann. Vision. Provokation. Dada.,Ausstellung/Museen,Berlinische Galerie,"Alte Jakobstr. 124-128, 10969 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30004958/,52.5039063,13.3982331
Weihnachten im Tierpark,Sonstiges,Tierpark Berlin,"Am Tierpark 125, 10319 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/sonstiges/1465.2852859498/,52.5016366,13.5244707
Versöhnung,Bühne/Kabarett,Wühlmäuse,"Pommernallee 2-4, 14052 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/buehne+kabarett/1465.10092188/,52.5088651,13.2707514
Einhorn. Das Fabeltier in der Kunst,Ausstellung/Andere Orte,Museum Barberini,"Humboldtstr. 5-6, 14467 Potsdam",Mon. 15.12,https://www.tip-berlin.de/event/ausstellung+andere_orte/1465.30005010/,52.395233,13.0618998
Fragrant City - Duftkerzenmarkt,Handel/Markt,The Fragrant City - Pop-up-Store,"Marienburger Str. 14a, 10405 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/handel+markt/1465.2850892930/,52.5339601,13.4262879
Happy Demon - Leave your body like a shell - Embrace,Ausstellung/Andere Orte,rk - Galerie für zeitgenössische Kunst im Ratskeller,"Möllendorffstr. 6, 10367 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/ausstellung+andere_orte/1465.2850470825/,52.5157847,13.47984
Jesse Welles,Musik/Konzert,Metropol,"Nollendorfplatz 5, 10777 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/musik+konzert/1465.2853790474/,52.4989399,13.3527048
Kunstweihnachtsbasar,Ausstellung/Galerien,Salon Halit Art,"Kreuzbergstr. 72, 10965 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/ausstellung+galerien/1465.2860723292/,52.4897553,13.3836344
String Constructions,Ausstellung/Andere Orte,KW Institute for Contemporary Art,"Auguststr. 69, 10117 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/ausstellung+andere_orte/1465.30005212/,52.5271636,13.3948218
VINCENT: ZWISCHEN WAHN UND WUNDER,Ausstellung/Andere Orte,khroma l new media art center,"Revaler str. 99, 10245 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/ausstellung+andere_orte/1465.2860459814/,52.5064417,13.4572149
Wohnkomplex. Kunst und Leben im Plattenbau,Ausstellung/Andere Orte,Das Minsk Kunsthaus in Potsdam,"Max-Planck-Str. 17, 14473 Potsdam",Mon. 15.12,https://www.tip-berlin.de/event/ausstellung+andere_orte/1465.2834161749/,52.3886638,13.0641321
für uns,Ausstellung/Andere Orte,Fotografiska Berlin,"Oranienburger Str. 54, 10117 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/ausstellung+andere_orte/1465.2827184170/,52.5256724,13.3891203
42. Weihnachtsmarkt an der Gedächtniskirche,Handel/Markt,Breitscheidplatz,"Breitscheidplatz, 10789 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/handel+markt/1465.2856327845/,52.5049676,13.335294
Berliner Weihnachtszeit am Roten Rathaus,Handel/Markt,Rotes Rathaus,"Rathausstr. 15, 10178 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/handel+markt/1465.2855470002/,52.5182718,13.4078309
Berliner Wintertraum,Handel/Markt,Berliner Wintertraum,"Schnellerstr. 145, 12439 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/handel+markt/1465.2852989543/,52.4645931,13.4982029
Hawkins Christmas Market – Stranger Things Weihnachtsmarkt in Berlin,Handel/Markt,Pop Kudamm,"Kurfürstendamm 229, 10719 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/handel+markt/1465.2860675418/,52.5036757,13.3322146
Lucia Weihnachtsmarkt in der Kulturbrauerei,Handel/Markt,Kulturbrauerei,"Schönhauser Allee 36, 10435 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/handel+markt/1465.2852643228/,52.5394242,13.4136682
Mandarine: Mini-Weihnachtsmarkt im Reuterkiez,Handel/Markt,Mandarine,"Hobrechtstr. 33, 12047 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/handel+markt/1465.2861618409/,52.4921957,13.425803
Potsdamer Weihnachtszauber,Handel/Markt,Luisenplatz Potsdam,"Luisenplatz, 14471 Potsdam",Mon. 15.12,https://www.tip-berlin.de/event/handel+markt/1465.2855140773/,52.399019,13.0474584
Spandauer Winterland,Handel/Markt,Altes Postgelände,"Klosterstr. 38, 13581 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/handel+markt/1465.2855188945/,52.5334839,13.1996139
Weihnachts-Biergarten,Handel/Markt,Prater,"Kastanienallee 7–9, 10437 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/handel+markt/1465.2858977018/,52.5402446,13.4095113
WeihnachtsZauber Gendarmenmarkt,Handel/Markt,Gendarmenmarkt,", 10117 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/handel+markt/1465.2854015437/,52.5175184,13.3877686
Weihnachtsmarkt am Alexanderplatz,Handel/Markt,Alexanderplatz,"Alexanderplatz 1, 10178 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/handel+markt/1465.2597168270/,52.5215059,13.4123809
Weihnachtsmarkt am KaDeWe,Handel/Markt,Wittenbergplatz,"Wittenbergplatz, 10789 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/handel+markt/1465.2854198339/,52.5017976,13.3430005
Weihnachtsmarkt am Schloss Charlottenburg,Handel/Markt,Schloss Charlottenburg,"Spandauer Damm 20–22, 14059 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/handel+markt/1465.10030669/,52.518331,13.2802071
"""Wenn ich König*in wäre..."" Junge Visionen aus Neukölln",Ausstellung/Museen,Humboldt Forum,"Schloßplatz, 10178 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30005349/,52.5167106,13.4024811
Alles unter dem Himmel. Harmonie in der Familie und im Staat,Ausstellung/Museen,Humboldt Forum,"Schloßplatz, 10178 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30005316/,52.5167106,13.4024811
An das wir uns festhalten,Ausstellung/Museen,Humboldt Forum,"Schloßplatz, 10178 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30005319/,52.5167106,13.4024811
Beziehungsweise Familie,Ausstellung/Museen,Humboldt Forum,"Schloßplatz, 10178 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30005210/,52.5167106,13.4024811
Der Maulbeerbaum. Feministische Stimmen über Krieg und Gärten,Ausstellung/Museen,Humboldt Forum,"Schloßplatz, 10178 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30005350/,52.5167106,13.4024811
Die Legende vom Prinzen Vishvantara: Grenzenlose Freigebigkeit,Ausstellung/Museen,Humboldt Forum,"Schloßplatz, 10178 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30005293/,52.5167106,13.4024811
Familie und Religion,Ausstellung/Museen,Humboldt Forum,"Schloßplatz, 10178 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30005291/,52.5167106,13.4024811
Madama Butterfly,Bühne/Oper,Deutsche Oper,"Bismarckstr. 35, 10627 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/buehne+oper/1465.10095281/,52.5121441,13.3083771
"Mein Gott, Herr Pfarrer! Wiederaufnahme",Bühne/Schauspiel,Volksbühne,"Rosa-Luxemburg-Platz, 10178 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/buehne+schauspiel/1465.10098935/,52.5276951,13.4104868
Pick me Girls letzte Vorstellung,Bühne/Schauspiel,Berliner Ensemble,"Bertolt-Brecht-Platz 1, 10117 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/buehne+schauspiel/1465.10087154/,52.5221371,13.3856798
Roller Disco,Musik/Party,SO36,"Oranienstr. 190, 10999 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/musik+party/1465.2862686870/,52.5003909,13.4221612
Roller Kidz,Musik/Party,SO36,"Oranienstr. 190, 10999 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/musik+party/1465.2862686869/,52.5003909,13.4221612
Sich verwandt machen,Ausstellung/Museen,Humboldt Forum,"Schloßplatz, 10178 Berlin",Mon. 15.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30005318/,52.5167106,13.4024811
