Clubname;Adresse;Koordinaten;Link
Liebig12;Liebigstrasse 12, 10247 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/65269
Life Berlin;Maybachufer 39, 12047 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/166993
Limited M. F. Bar;Veteranenstrasse 21;Nicht in Liste verfügbar;https://ra.co/clubs/225910
Limonadier;Nostitzstraße 12, 10961 Berlin-Kreuzberg, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/112947
Linie 206;Linienstraße 206, 10119 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/164921
Lining-Bar;"Tucholsky Strasse 34; Mitte; 10117 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/10329
Liquid Sky Berlin - #LSB02;Mehringdamm 61, 10961 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/63780
Liquidrom;Möckernstraße 10, 10963 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/40378
Little Stage Club;"Jonasstrasse 1; 12053 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/48154
Lizzard Lounge;"Laskerstrasse 5; Friedrichshain; 10245 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/18424
Lobe Block;Böttgerstr. 16, 13357 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/217878
Locke Müller;Spreewaldpl. 14, 10999 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/29428
Loewe Saal;Wiebestraße 42, 10553 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/68266
Loft 6;An der Michaelbrücke 1, 10179 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/278389
Loft Bötzowbrauerrei;Prenzlauer Alle 246 10405 Prenzlauerberg;Nicht in Liste verfügbar;https://ra.co/clubs/29720
The Loft;Schumannstrasse 16;Nicht in Liste verfügbar;https://ra.co/clubs/36380
Loft14;(Vienna House by Wyndham Andel's Berlin) Landsberger Allee 106, 10369 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/277857
Loftus Hall;"Maybachufer 48; Neukölln; 12045 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/52449
Loge.;Kinzigstraße 9, 10247 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/221730
Lohmühleninsel Kreuzberg;Lohmühle Ufer Brücke, Görlitzer Ufer, 10999 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/115093
Lokal;Linienstraße 160, 10115 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/15609
Lokdock Berlin;Rüdersdorferstrasse 67-70 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/105336
Loky Garten;Ziegrastraße 1, 12057 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/46241
Lomo Store Berlin;Friedrichstraße 133, 10117 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/76123
Loone;Spreewaldpl. 14, 10999 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/265577
Loop - Raum Fur Aktuelle Kunst;Jagerstrasse 5, Berlin, Germany 10117;Nicht in Liste verfügbar;https://ra.co/clubs/15180
Loophole;"Boddinstrasse 60; Neukölln; 12053 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/16367
Loreley;"Karl-Liebknecht-Strasse 11; Mitte; 10178 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/16470
L'Origine du Monde;Gubener Str. 41, 10243 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/60592
Love Gives Love Spaeti;Markgrafendamm 35, Berlin, 10245, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/265205
Lovelite;Simplonstraße 38, 10245 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/8319
LSD Erotikmarkt Kurfürstenstr.;Kurfürstenstraße 151, 10785 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/208108
Luetze;;Nicht in Liste verfügbar;https://ra.co/clubs/229278
Luftfahrtmuseum Finowfurt;Museumsstraße 1, 16244;Nicht in Liste verfügbar;https://ra.co/clubs/93137
Lugosi Bar;Reichenberger Str. 152, 10999 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/59611
Luna28;Frankenstraße 2, 10781 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/87220
Lunas Strandgarten;"Revalerstrasse 34; Friedrichshain; 10245 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/6870
Lustbar;Torstraße 225, 10115 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/98526
Lütt;Paul-Lincke-Ufer, 22, Ohlauer Str. 43, 10999 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/251858
Lutz Friedrich;"Bernauer Strasse 63-64; Prenzlauer Berg; 10435 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/6871
Lützow Bar;Lützowplatz 7, 10785 Berlin-Tiergarten;Nicht in Liste verfügbar;https://ra.co/clubs/175117
Luzia;"Oranienstrasse 34; Kreutzberg; 10999 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/15418
Lynk & Co;Muenzstrasse 21-23, 10178 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/222390
M01;Markgrafendamm 1, 10245 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/210317
M12;"Karl Liebknecht Strasse 13; Mitte; 10178 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/8318
M24;24 Mühlenstrasse 13187;Nicht in Liste verfügbar;https://ra.co/clubs/255803
Ma Baker Club;Johanisstrasse 2, 10117 Berlin, Deutschland;Nicht in Liste verfügbar;https://ra.co/clubs/160524
Ma Thilda Bar;Wildenbruchstraße 68, 12045 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/80851
Maaya;Revalerstr. 99, 10245 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/244199
Madame Claude;Lübbener Str. 19, 10997 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/28667
Madame Satâ;Bergstrasse 25 10115 Berlin-Mitte;Nicht in Liste verfügbar;https://ra.co/clubs/44996
Madame Zucker;Wildenbruchpl. 5, 12045 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/64957
Madberlin Office;Mainzer Strasse, 3 4 OG HH Links, Berlin, 10247 Germany;Nicht in Liste verfügbar;https://ra.co/clubs/41526
Mädcheninternat;"Prenzlauer Allee 246; Mitte; 10405 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/7686
Madstop84;Potsdamerstr. 84, 10785 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/136715
Mafz Erlebnispark Paaren im Glien;Gartenstraße 1, 14621 Schönwalde-Glien, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/65068
Magazin Der Staatsoper;Bismarckstr. 110, Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/31098
Magdalena;Alt-Stralau 1-2, 10245 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/58900
Magnet Club;"Falckensteinstrasse 48; Kreuzberg; 10997 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/28614
MaHalla;Wilhelminenhofstraße 76, 12459, Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/193488
Mahkína;Industriestr. 5 18528 Bergen auf Rügen;Nicht in Liste verfügbar;https://ra.co/clubs/32122
Mainoeuvre;Meraner Str. 10, 10825 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/208235
Maison Courage;Saarbrücker Str. 17, 10405 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/112767
Maiwald;Am Borsigturm 84, 13407 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/98919
Mall of Berlin;Leipziger Platz 12, Berlin, Germany, 10117;Nicht in Liste verfügbar;https://ra.co/clubs/110013
Maluma Dreams;Torfstraße 16, 13353 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/107407
Malz & Moritz;Goerzallee 305, 14167 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/118190
Malzfabrik;Bessemerstraße 2-14, 12103 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/26113
Mama Berlin;"Hobrechtstrasse 61; Neukölln; 12047 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/15377
M'ama.art Berlino;Heynstrasse, 33 13187 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/138368
Mampe Spirituosen Manufaktur;Am Tempelhofer Berg 6, 10965 Berlin, Deutschland;Nicht in Liste verfügbar;https://ra.co/clubs/206254
Mandingo Diskothek;Mehringdamm 107, 10965 Berlin, Deutschland;Nicht in Liste verfügbar;https://ra.co/clubs/277562
Mano Cafè;Skalitzer Str. 46A, 10997 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/24904
Manyo Bar;Karl-Kunger-Str. 7, 12435 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/27508
Marameo;Neue RossStr. 4-5 - 10179 Berlin - NordWest-Eingang;Nicht in Liste verfügbar;https://ra.co/clubs/118599
Maria am Ostbahnhof;"Stralauer Platz 29; Friedrichshain; 10243 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/1019
Maria Peligro;"Skalitzer Strasse 81; Kreuzberg; 10997 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/29655
Marie Antoinette;Holzmarktstraße 15, 10179 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/37540
Marin Fischrestaurant;Ziegrastrasse 1, 12057 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/139384
Märkisches Ufer;Märkisches Ufer, 10179 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/118747
Markthalle Neun;Eisenbahnstraße 42-43, 10997 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/103992
Marktlokal Klub;Pücklerstraße 34 10997 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/191277
Marla Records;Nostitzstraße 11, 10965 Kreuzberg, Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/124783
Marlene Bar im InterContinental Hotel;Budapester Str. 2, 10787 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/101705
Marmorbar;Vor dem Schlesischen Tor 3  10997 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/241056
Marquee Bar;Brunnenstrasse 152, 10115 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/76661
Martin-Gropius-Bau;Niederkirchnerstraße 7, 10963 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/146612
Marzia Frozen;Landsberger Allee 54, 10249  Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/42092
Masumi Space Berlin;Kurfürstendamm 229, 10719 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/270801
Matreshka Bar;Reichenberger Str. 109, 10999 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/253148
Matrix Club Berlin;Warschauer Platz 18, 10245 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/49006
Mauerpark;Gleimstraße 55, 10437 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/18932
Mauersegler;Bernauer Straße 63,  Berlin, 13355;Nicht in Liste verfügbar;https://ra.co/clubs/65452
Max und Moritz;Oranienstraße 162 Kreuzberg 10969;Nicht in Liste verfügbar;https://ra.co/clubs/39487
Maxfish Acud;Veteranenstraße 21, 10119 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/169409
Maxim Gorki Theater;Am Festungsgraben 2, 10117 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/110833
Max-Schmeling-Halle;Am Falkpl. 1, 10437 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/158776
Maxxim Club;Joachimstaler Str. 14, 10719 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/56795
Maze;Mehringdamm 61, 10961 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/106915
M-BIA;Dircksenstr. 123, 10178 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/18924
Mehringhof-Theater;Gneisenaustrasse 2A, 10961 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/120561
Mein Haus Am See;"Brunnenstrasse 197-198; Mitte; 10119 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/32136
Meistersaal;"Köthener Strasse 38; 10963 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/51650
Meisterschueler;Friedrichstraße 105b, 10117 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/33988
Meistersingerhalle;Münchener Str. 21, 90478 Nürnberg;Nicht in Liste verfügbar;https://ra.co/clubs/150248
Melbourne Canteen;Pannierstraße 57, 12047 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/85484
Melitta Sundström;Mehringdamm 61, 10961 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/195928
Melloch Bar;Greifswalder Str. 218, 10405 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/147372
Mellowpark;An der Wuhlheide 250-256, D-12555 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/81430
Mena Berlin;Skalitzer Straße 114 (Backyard), 10999 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/217616
Mensch Meier;Storkower Str. 121, 10407 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/103373
Meow Island;Friedrich-Karl-Straße 27, Berlin 12103;Nicht in Liste verfügbar;https://ra.co/clubs/263377
Mercedes-Benz Arena;Mercedes-Platz 1, 10243 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/78560
Merkezi;Adalbertstraße 9, 10997 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/64741
Message in a Bottle. Kunst-Cafe in Berlin;Knaackstraße 76, 10435 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/126234
Messe Berlin;Messedamm 22, 14055 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/60140
Metaxa Bay Lifestyle-Beach-Club;Invalidenstraße 78, 10557 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/94345
Metrom Lounge;Warschauer Straße Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/86738
Metropol;Nollendorfplatz 5, 10777 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/171574
Mezcaleria Lupita;Skalitzer Strasse 135a, 10999 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/21937
Micamoca;Lindower Straße 22;Nicht in Liste verfügbar;https://ra.co/clubs/48398
Michelberger Hotel;Warschauer Straße 39/40 10243 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/189193
migas, a listening bar;Lindower Straße 19 13347 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/279772
Mikropol;Nollendorfplatz 5, 10777 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/272609
Milinski;Kastanienallee 59, 10119 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/57305
Militärflugplatz;14913 Niedergörsdorf - Land Brandenburg;Nicht in Liste verfügbar;https://ra.co/clubs/46327
Militärflugplatz Perleberg;Eichhölzer Weg 1, 19348 Perleberg;Nicht in Liste verfügbar;https://ra.co/clubs/31034
Mindpirates Projektraum;Schlesische Str. 37, 10997 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/32841
Mindscape Universe Embassy;Perleberger Str. 14, 10559 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/114186
Minimal Bar;"Rigaer Strasse 31; Friedrichshain; 10247 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/23370
Mio'l;Muskauer Str. 16, 10997 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/87997
Mirage;Nettelbeck Platz, 13347 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/141607
Mirika;Prinzenstraße 103, 10969 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/122069
Mischwerk Studio;Storkower Straße 144, 10407 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/84973
Misery Loves Company;Gabriel-Max-Straße 17, 10245 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/112545
Misirlou;Dunckerstraße 10, 10437 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/73315
Mito Bar;36 Krossener Straße Friedrichshain, 10245;Nicht in Liste verfügbar;https://ra.co/clubs/54036
Mittwochsklub;Kopenhagener Str. 16, 10437 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/88058
Mixtape Club;Johannesstr.14 17034 Neubrandenburg;Nicht in Liste verfügbar;https://ra.co/clubs/87456
Mmae720;Karl-Heinrich-Ulrichs-Straße 16, 10785 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/246333
Mo Nachtcafe;Boxhagener Str. 64, 10245 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/43176
Möbel-Olfe;Reichenberger Str. 177, 10999 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/51949
Modular+;Gottlieb-Dunkel-Straße 43/44, 12099 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/133475
Modus Berlin;Ritterstraße 24-27, 10969 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/241266
Moka Efti;James Simon Park, Stadtbahnbogen 159, 160, 10178 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/179729
Mokka Mitte Bar / James Simon Park;Stadtbahnbogen 159/160, 10178 Berlin-Mitte, im James Simon Park;Nicht in Liste verfügbar;https://ra.co/clubs/188858
Mokum Berlin;Danziger Str. 56, 10435 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/158661
Molle Mumpitz;Panoramastraße 1, 10178 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/114107
Mom's Limousine Service;Georgenstrasse 184, 10117 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/239102
Mona Lisa;Str. the Unit 23B, 06632 Gleina;Nicht in Liste verfügbar;https://ra.co/clubs/100434
Monarch;"Skalitzer Strasse 134; Kreuzberg; 10999 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/19219
Monella;Weichselstraße 17, 12045 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/112365
Monkey Bar;Budapester Str. 40, 10787 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/185440
Monkey Island;Herzbergstraße 51-54, 10365 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/172930
MONOM;Nalepastraße 18, 12459 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/144489
Monopol;Provinzstraße 40-44, 13409 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/200279
Monster Ronson's Ichiban Karaoke;Warschauer Str. 34, 10243 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/9391
Mont Klamott;Büschingstr. 35, 10249, Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/90531
Monti;Simon-Dach-Straße 3, 10245 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/155727
Moon Chiller Lounge;Karl-Marx-Allee 93, U5 Weberwiese;Nicht in Liste verfügbar;https://ra.co/clubs/44179
Moon Club Berlin;Schönhauser Allee 36, 10435, Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/130861
Moonkeys Club;Allerstraße 43, 12049 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/87694
Moos;Moosdorfstraße 7-9, 12435 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/219180
Morlox Club;"Haasestrasse 13; Friedrichshain; 10245 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/18211
Morocco Terrace;Mariendorfer Damm 1, 12099 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/139903
Morphine Raum;Köpenicker Straße 147, Hinterhof 1. Etage, 10997 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/220340
Motif Wein;Weserstr. 189 Berlin, Germany 12045;Nicht in Liste verfügbar;https://ra.co/clubs/138432
Motionlab;Bouchestrasse 12 Halle 20 12435 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/233195
Motto;Skalitzer Str. 68, 10997 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/126992
Motzstrassenfest at Nollendorfplatz;;Nicht in Liste verfügbar;https://ra.co/clubs/45866
Moxy Berlin Ostbahnhof;Andreasstraße 76-78, 10243 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/136536
MS Heiterkeit;Breite Str. 9, 13597 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/66129
MUENZE;"Molkenmarkt 2; Mitte; 10179 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/23260
Multilayerladen;"Adalbertstrasse 4; Kreuzberg; 10999 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/38351
Münsterland Luxus;Köpenickerstraße 18, 10997 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/189433
Muschi Obermaier;Torstraße 151, 10115 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/44688
Museum Island;Museum Island, Mitte, Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/3909
Museum Kesselhaus Herzberge;Herzbergstraße 79, Haus 29, 10365 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/125220
Museumspark Rüdersdorf;Heinitzstr. 41, 15562, Rüdersdorf bei Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/153107
Music Hall;Holzmarktstraße 6, 10179 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/24338
Musik & Frieden;Falckensteinstraße 48, 10997 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/113631
Musikbrauerei;Greifswalder Str. 23A, 10405 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/103538
Muting The Noise;Blücherstrasse 22, 10961 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/127151
Mutschmann's;Motzstraße 30, 10777 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/109872
My Name Is Barbarella;"Skalitzerstrasse 36; Kreuzberg; 10999 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/35176
Mysliwska;Schlesische Str. 35, 10997 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/117176
N.V.A. - Club Ludwigsfelde;Erich-Klausener-Straße 30, 14974 Ludwigsfelde, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/53834
N3;Luitpoldstraße 26, 10777 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/78680
N3 Club;Oranienburger Straße 4, 10178 Berlin, Deutschland;Nicht in Liste verfügbar;https://ra.co/clubs/146565
Nach der Registrierung;Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/189933
NACHBEBEN;Revaler Str. 99, Tor 4, Berlin-Friedrichshain;Nicht in Liste verfügbar;https://ra.co/clubs/114190
Nachbeben;Pappelallee 21a 10437 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/82056
Nachbeben East;Libauer Str. 23, 10245 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/106797
Nachtleben Berlin;Torstraße 58, 10119 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/178816
Nachtvogel;Oranienstrasse 39, 10999 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/201284
Naher Osten;Alt Stralau 69 (Near Ostkreuz) 10245 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/36502
Naherholung Sternchen;"Berolinastrasse 7; 10178 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/50662
Napoleon Komplex;Modersohnstraße 34-45, 10245 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/189040
Narva Lounge;Warschauer Pl. 18, 10245 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/64520
Nasti;Warschauer Straße Ecke Stralauer Allee;Nicht in Liste verfügbar;https://ra.co/clubs/87969
NBI;"Schönhauser Allee 36; Prenzlauer Berg; 10435 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/6355
NENI Berlin / Monkey Bar;Budapester Str. 40, 10787 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/126445
Neonchocolate Gallery;Lychener Str. 23, 10437 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/46023
Neu West Berlin;Köpenicker Str 55;Nicht in Liste verfügbar;https://ra.co/clubs/93633
Neue 18;Neuendorfer str 18, 13585 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/252547
Neue Bühne;Boxhangerstr. 18, Berlin, 10245;Nicht in Liste verfügbar;https://ra.co/clubs/272192
Neue Heimat;Revaler Str. 99, 10245 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/94395
Neue Nachbarn;Schierkerstrasse 23 12051 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/129758
Neue Nationalgalerie;Potsdamer Straße 50, 10785 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/98756
Neue Odessa Bar;Torstraße 89, 10119 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/115436
Neue Zukunft;Alt-Stralau 68, 10245 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/239455
Neues Deutschland;Franz-Mehring-Platz 1, 10243 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/137614
Neues Off;Hermannstraße 20, 12049 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/126530
Neues Schauspiel Leipzig;Lützner Str.29, 04177 Leipzig, Sachsen;Nicht in Liste verfügbar;https://ra.co/clubs/146516
Neuköllner Hasenheide;Neukölln, 10965 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/47404
Neuköllner Oper;Karl-Marx-Straße 131-133, 12043 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/72973
Neulant;Schlesische Str. 27, 10997 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/245806
Neulich am Flughafen;Tempelhofer Damm 45, 12101 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/245974
Neustockland;Bessemerstr. 20, 12103 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/45302
Neuzeit Ost;Modersohnstraße 49A;Nicht in Liste verfügbar;https://ra.co/clubs/178614
NEW FEARS;Reichenberger Str. 114, 10999 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/266403
New West Club;Kantstraße 134, 10625 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/163197
New Yorck im Bethanien;Mariannenplatz 2A, Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/112256
Newton Bar;Charlottenstraße 57, 10117 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/131661
Nhow Hotel;Stralauer Allee 3, 10245 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/60681
NHU;Urbanstraße 21 10961 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/274425
Night Embassy;Falckensteinstraße 48;Nicht in Liste verfügbar;https://ra.co/clubs/173760
Night Train;Karl-Marx-Straße 195, 12055 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/95495
Nikolaisaal Potsdam;Wilhelm-Staab-Straße 10-11, 14467 Potsdam, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/67393
Nion Playground;Oranienburger Str. 32/Vorderhaus 6. OG, 10117 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/274578
