Clubname;Adresse;Koordinaten;Link
Bar25;"Holzmarktstrasse 25; Friedrichshain; 10243 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/6035
Baraza;Gerichtstraße 25, 13347 Berlin, Deutschland;Nicht in Liste verfügbar;https://ra.co/clubs/237711
Barbaro Bar;Bleibtreustraße 5A, 10623 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/245317
Barbie Deinhoff;"Schlesische Strasse 16;  Kreuzberg; 10977 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/22997
Barbox by Generator;Oranienburger Str. 65, 10117 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/192284
Bardo Projektraum;Jessnerstraße 33, Berlin, Germany 10147;Nicht in Liste verfügbar;https://ra.co/clubs/276682
Bärenzwinger;Rungestraße 30, 10179 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/186720
Baret;Schlossplatz, 10178 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/238406
Barkett;Czeminskistraße 10, 10829 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/98358
Barry Bar;Rosa-Luxemburg-Str. 20, Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/159859
BASE MENT;Spreewaldplatz 8, 10999 Kreuzberg, Berlin,  Germany;Nicht in Liste verfügbar;https://ra.co/clubs/72624
The Basement Records;Forster Strasse 46 10999 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/145173
Bass Cadet Record Store;Weserstraße 189, 12045 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/79917
Bassy;Schönhauser Allee 176A, 10119 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/16629
Bastard;"Kastanienalle 7-9; Prenzlauer Berg; 10435 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/3024
Batuga;52°29'10.9;Nicht in Liste verfügbar;https://ra.co/clubs/272071
BAU Bar Am Ufer;Kiehlufer 121, 12059 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/278784
Bau122 Finsterwalde;An der FIMAG 6, 03238 Massen-Niederlausitz, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/58499
Bauakademie;Schinkelplatz , 10117;Nicht in Liste verfügbar;https://ra.co/clubs/146931
Baumhaus Bar;Falckensteinstraße 47, 10997 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/143180
Bautrockner;Jungstraße 29, 10247 Berlin, Deutschland;Nicht in Liste verfügbar;https://ra.co/clubs/234920
Bavul - Kunst & Kultur Café;Annenstraße 13, 10179 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/265130
BAZ Event Center;An der Hochstraße 6, 17036 Neubrandenburg, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/34524
Bb-Club;Landsberger allee 54;Nicht in Liste verfügbar;https://ra.co/clubs/29169
B-Dome;RAW Gelände, Revaler Straße 99, 10245 Berlin Germany;Nicht in Liste verfügbar;https://ra.co/clubs/263337
Beach at the Box;Englische Straße 21, Berlin, 10587 Berlin Germany;Nicht in Liste verfügbar;https://ra.co/clubs/28523
Beach Neukölln;Treptower Str. 39, 12059 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/270003
Beat Fabrik Marwitz;Berliner Str. 1, 16727 Oberkrämer, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/66243
Beate Uwe;Schillingstr. 31, 10179, Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/98993
Beatport;Pfuelstrasse 5, Aufgang IV, 3rd Floor, 10997 Berlin Germany;Nicht in Liste verfügbar;https://ra.co/clubs/81275
Bebo Bar;Mehringdamm 61, 10961 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/241259
Bechereck;Okerstraße 35, 12049 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/53129
Bei Joschi;Grunewaldstraße 39 , 10825 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/77225
Bei Ruth;Ziegrastraße 11-13, 12057 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/91742
Bel Air Bar;Torstrasse 60, 10119 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/246985
Belleville;Rosa-Luxemburg Strasse 27, 10178 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/10692
Bellini Lounge;Oranienburger Str. 42, 10117 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/25952
Belushi's Berlin (Mitte);Ziegelstrasse 28, 10117, Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/194817
Bender Bar;321 W Ben White Blvd # 300, Austin, TX 78704, USA;Nicht in Liste verfügbar;https://ra.co/clubs/136581
BER;Pannierstraße 56, 12047 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/83509
Bergstübl;"Invalidenstrasse 151; Mitte; 10115 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/18543
Berlin Blue Art Space;Köpenicker Str. 96, 10179 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/126267
Berlin Guitars;Motzstraße 9, 10777 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/112913
Berlin Moscow Restaurant;Unter den Linden 52, 10117 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/81695
Berlinartstudios118;Storkower Str. 118, 10409, Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/95859
Berlin-Dahlem Botanical Garden and Botanical Museum;Königin-Luise-Straße 6-8, 14195 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/107812
Berliner Berg Brauerei;Treptower Strasse 39, 12059 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/256357
Berliner Festplatz;Kurt-Schumacher Damm 207;Nicht in Liste verfügbar;https://ra.co/clubs/50532
Berliner Vinylwerk;Mengerzeile 14, 12435 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/148196
Berliner Vorwahl;Görli Media Loft, Glogauer Str. 2, 10999 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/105287
Berlinische Galerie;Alte Jakobstraße 124-128 10969 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/59313
Berndhain;Simon-Dach-Straße 32, 10245 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/273169
Berta Berlin;Schönhauser Allee 187, 10119 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/168406
Besucherbergwerk F60;Bergheider Str. 4, 03238 Lichterfeld-Schacksdorf;Nicht in Liste verfügbar;https://ra.co/clubs/77424
Betahaus;Prinzessinnenstraße 19-20, 10969 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/21776
Betriebsbahnhof Schöneweide;"Treptow-Köpenick; Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/92636
Beyond Limits;Seumestraße 2, 10245 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/203562
b-Flat;Rosenthaler Str. 13, 10119 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/103562
Bi Nuu;"Im U-Bhf. Schlesisches Tor; 10997 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/58532
Bierhaus Urban;Urbanstraße 126, 10967 Berlin, Deutschland;Nicht in Liste verfügbar;https://ra.co/clubs/280117
Bierpinsel;Schloßstraße 17, 12163 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/30358
Bikini Waxx;Manteuffelstrasse 48, Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/114537
Bird House Bar;Torstraße 60, 10119 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/100907
Birgit;Schleusenufer 3, 10997 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/104289
Birkenwäldchen im Mauerpark;Gleimstraße 55, 10437 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/12758
Bitte & Danke;Silvio-Meier-Str. 8, 10247 Berlin Friedrichshain;Nicht in Liste verfügbar;https://ra.co/clubs/82455
BKA Theater;Mehringdamm 34, 10961 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/100463
Black Cat;Prenzlauer Allee 48, 10405 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/131305
Black Janice;Schröderstraße 3, Berlin, 10115, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/76575
Black Wedding Bar;Badstrasse 38-39, 13357 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/256359
Black.Round.Twelve;Nöldner Straße 6, 10317 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/169790
B-Lage;"Mareschestrasse 1; Neukölln; 12055 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/18862
Blaue Perle;Apostelstraße 24, 04177 Leipzig;Nicht in Liste verfügbar;https://ra.co/clubs/133260
Blessed Love Record Shop;Simon-Dach-Str. 1 10245 Berlin Germany;Nicht in Liste verfügbar;https://ra.co/clubs/278771
Block1;Blockdammweg 1, Berlin 10317;Nicht in Liste verfügbar;https://ra.co/clubs/256860
Bloona;Gärtnerstraße 12, 10245 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/205749
Blub;Buschkrugallee 64 · 12359 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/148460
Blue Velvet;Sangerhauser Weg 3, 12349 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/241736
Blumenbar;Prinzenstrasse 85, 10969, Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/50640
Boat - MS Lex / Boat Terminal: Mercedes-Benz Arena;Mühlenstrasse 73, 10243 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/169038
Boat - MS Rhein;May Ayim Ufer, Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/136060
Boat - MS Rhein / Boat Terminal: Mühlenstr. 70-71 / 10243 Berlin;Mühlenstr. 70-71 / 10243 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/171208
Bogen 47;"Holzmarktstr. 15-18; Mitte; 10179 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/27196
Bohannon Soul Club;Dircksenstraße 40, 10178 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/41280
Bohei;Weserstr.43 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/95215
Bohnengold;Reichenberger Str. 153, 10999 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/13344
Bolzplatz Falckensteinstraße Kreuzberg;Falckensteinstraße 19, 10997 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/149865
Bonbon Bar;Torstraße 133, 10119 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/95818
Bonnie & Kleid;Gneisenaustraße 9, 10961 Berlín;Nicht in Liste verfügbar;https://ra.co/clubs/145243
Booze Bar;Boxhagener Str. 105, 10245 Berlin-Friedrichshain;Nicht in Liste verfügbar;https://ra.co/clubs/87415
Borchardt;Französische Straße 47, 10117 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/170025
Böse Buben e.V.;Sachsendamm 76-77, 10829 Berlin, Deutschland;Nicht in Liste verfügbar;https://ra.co/clubs/272319
Bosque Plantlab;Skalitzer Str. 101, 10997 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/174122
Botanischen Garten Berlin;Königin-Luise-Straße 6-8, 14195 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/219011
Boulevard Parabol;Adalbertstraße 4  10999 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/22341
Bourbon Dogs;Spreewaldplatz 14, 10999 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/111215
Box Gallery;Heidestraße 14, 10557, Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/66272
Boxgym Köpenick;Charlottenstraße 1, 12557 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/72377
Brache 09;An der Wuhlheide 241, 12459 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/188953
Brandenburger Tor;Brandenburger Tor, Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/73153
Brauhaus Südstern;Hasenheide 69, 10967 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/51523
Bravo Bar;Torstraße 230, 10115 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/157285
The Brazen Squirrel;17 Lenbachstraße 10245 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/245146
Bredouille;S-Bahnbogen 199, Georgenstraße, 10117 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/213193
Breipott;"Holteistrasse 13; Friedrichshain; Berlin 10245; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/12778
Bricks Berlin;Mohrenstraße 30, 10117 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/112226
Britzer Hafensteg;Britzer Hafensteg, 12359 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/119743
Brixen;Anhaltinerstraße 7-9,  14163 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/189871
Brommystrasse;Brommystrasse;Nicht in Liste verfügbar;https://ra.co/clubs/32624
Brotfabrik Gransee;Am Güterbahnhof 4 16775 Gransee Germany;Nicht in Liste verfügbar;https://ra.co/clubs/28088
Bruch;Pannierstraße 57, 12047 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/103082
Brückenforum;Friedrich-Breuer-Str. 17, 53225 Bonn;Nicht in Liste verfügbar;https://ra.co/clubs/150252
Bruegge;Kottbusser Str. 13, 10999 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/20806
Brunnen70;"Brunnenstrasse 70; Mitte; 13355 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/25272
B-Side Bar;"Brunnenstrasse 115; 13355 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/57789
Bulbul Berlin;Skalitzer str. 114, 10999 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/175191
bUm - Raum für Solidarisches Miteinander;Paul-Lincke-Ufer 21, 10999 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/260985
Bungalow;Gögginger Straße 28, 86159 Augsburg;Nicht in Liste verfügbar;https://ra.co/clubs/133023
Bunker;Reinhardtstr. / Albrechtstr.;Nicht in Liste verfügbar;https://ra.co/clubs/50549
Bunker Berlin Mitte;Greifswalder Str.23a Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/12783
Bunker West;Hohenzollerndamm 120, 14199 Berlin, Deutschland;Nicht in Liste verfügbar;https://ra.co/clubs/279385
Burg Rabenstein;"Burg Rabenstein; Zur Burg 49; 14823 Raben";Nicht in Liste verfügbar;https://ra.co/clubs/104356
Burg Schnabel;Schleusenufer 3, 10997 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/112987
BUSCHE Club;Warschauer Pl. 18, 10245 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/90147
C/O Berlin;35-36 Oranienburger Strasse 35/36;Nicht in Liste verfügbar;https://ra.co/clubs/75310
C115;Messedamm 23, 14055 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/278803
Cabaret Voltaire;"Gärtnerstrasse 21; Friedrichshain; 10245 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/15817
Cabuwazi;Am Postbahnhof 1 10243 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/28756
Cafe - Bar Chagall;Kollwitzstraße 2 | 10405 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/97570
Cafe at Marla;Gneisenaustrasse 9,10961 berlin;Nicht in Liste verfügbar;https://ra.co/clubs/261037
Cafe Bar Sociale;"Gubener Strasse 47; Friedrichshain; 10243 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/28685
Café Engels;Herrfurthstraße 21, 12049 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/247868
Cafe Fakov;OranienstraÃŸe 39, Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/267673
Cafe Futuro;Pannierstraße 12, 12047 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/116419
Cafe Helium;Mariannenstrasse 4, Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/93017
Cafe Karanfil;Weisestraße 3, 12049 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/214191
Café Kosmetiksalon Babette;Am Sudhaus 3 12053 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/167127
Café Morgenrot;Kastanienallee 85, 10435 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/128237
Café Moskau;Karl-Marx-Allee 34, 10178 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/53542
Cafe Pförtner;Uferstraße 8, 13357;Nicht in Liste verfügbar;https://ra.co/clubs/243921
Café Planwirtschaft;Gebäude B, Hardenbergstr. 40a, 10623 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/192046
Café Restaurant Morgenland;Skalitzer Str. 35, 10999, Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/31736
Cafe Tasso;Frankfurter Allee 11, 10247 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/78677
Cafe Telquel;Ernst-Reuter-Platz 7 10587 Berlin (Charlottenburg);Nicht in Liste verfügbar;https://ra.co/clubs/61490
Café Waldi;Peterssteinweg 10, 04107 Leipzig, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/30103
Cafe Zapata;"Oranienburger Strasse 54-56a; Mitte; 10117 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/7228
Café-Bar Eigenartig;Boddinstr. 10, Neukölln, 12053 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/60780
Cafébar Marianne;Mariannenstr. 6;Nicht in Liste verfügbar;https://ra.co/clubs/59546
Cake;Schlesische Str. 32, 10997 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/109421
Cake Club;Mariannenstr. 27 Kreuzberg, Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/103161
Calabash Club;Veteranenstraße 21, 10119 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/15374
Callie's;Lindower Str. 20, 13347 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/195833
Campus Dammweg;Dammweg 216 12057 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/203565
Can Bar;Hallesches Ufer 34, 10965, Berlin, Deutschland;Nicht in Liste verfügbar;https://ra.co/clubs/204896
Cank Neukölln;Karl-Marx-Straße 95, 12043 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/263803
Canteatro;Wiesenweg 5-9, 10365 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/30238
Capitol;Karl-Marx-Straße 64-66;Nicht in Liste verfügbar;https://ra.co/clubs/202392
Careca Bar;"Falkensteinstrasse 42; Kreutzberg; 10997 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/9209
Cargo;"Revaler Strasse; Freidrichshain; 10245 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/20604
Carhartt WIP Store Berlin Mitte;Rosenthaler Str. 48, 10178 Berlin, Allemagne;Nicht in Liste verfügbar;https://ra.co/clubs/273362
Casa Camper;Weinmeisterstrasse 1, 10178 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/242761
Cascade Club;Fasanenstraße 81, 10623 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/17819
Cashmere Radio;Wedding, Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/130334
Cassiopeia;Revaler Str. 99, 10245 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/13013
Catwalk Bar Berlin;Inge-Beisheim-Platz 1 10785 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/43792
C-Base;"Rungestrasse 20; Mitte; 10179 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/10345
CCCP Bar;Rosenthaler Str. 71, 10119 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/14390
C-Club;"Columbiadamm 9-11; Kreuzberg; 10965 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/7229
Central-Club;Oranienburger Str. 4, 10178 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/77475
Centrum;"Alexanderstrasse 7; Alexanderplatz; 10178 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/7987
Centrum Berlin;Reuterstrasse 7 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/266258
Chalet;"Vor dem Schlesischen Tor 3; Kreuzberg; 10997 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/65654
Champagneria & Keller Disco;"Falckensteinstrasse 16; Kreuzberg; 10997 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/21874
Changing Room;Werbellinstr. 50;Nicht in Liste verfügbar;https://ra.co/clubs/55762
Channel Recordings;Kopenhagener Str. 72A 13407 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/178967
Chapel Berlin;Sonntagstraße 30, 10245 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/72490
Château Royal Berlin;Neustädtische Kirchstraße 3, 10117 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/245222
Chausseestrasse 131;Chausseestrasse 131, 10115 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/152749
CHB - Collegium Hungaricum Berlin;Dorotheenstraße 12, 10117 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/44572
Chekov (Cottbus);Stromstraße 14, 03046 Cottbus;Nicht in Liste verfügbar;https://ra.co/clubs/110655
Cheshire Cat;Joachimsthaler Str. 25 - 26, 10719 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/113884
Chesters;"Glogauer Strasse 2; Kreuzberg; 10999 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/37749
Chez Jacki;"An Der Schilling Brücke; Ostbahnhof; 10243 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/20497
China Club Berlin;Behrenstraße 72, 10117 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/125853
Christa Kupfer;Maybachufer 48, 12045 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/179146
The Circus;Rosmarinstraße 8-9 10117 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/26651
Citadel, Spandau;"Zitadelle; Am Juliusturm; 13599 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/11719
City Club Augsburg;Konrad-Adenauer-Allee 9, 86150 Augsburg, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/179206
City Kino Wedding;Müllerstraße 74, 13349 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/266895
Clandestine;Berlinickestraße 1A, 12165 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/111237
Clärchen's Ballhaus;Auguststrasse 24/25;Nicht in Liste verfügbar;https://ra.co/clubs/256220
Clash;Gneisenaustraße 2A, 10961 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/98622
Clinic Basement;Brückenstr. 1, 10179 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/146792
Club Admiralspalast;Friedrichstraße 101, 10117 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/77347
